ID	LICENSE ID	ACCOUNT NUMBER	SITE NUMBER	LEGAL NAME	DOING BUSINESS AS NAME	ADDRESS	CITY	STATE	ZIP CODE	WARD	PRECINCT	WARD PRECINCT	POLICE DISTRICT	LICENSE CODE	LICENSE DESCRIPTION	BUSINESS ACTIVITY ID	BUSINESS ACTIVITY	LICENSE NUMBER	APPLICATION TYPE	APPLICATION CREATED DATE	APPLICATION REQUIREMENTS COMPLETE	PAYMENT DATE	CONDITIONAL APPROVAL	LICENSE TERM START DATE	LICENSE TERM EXPIRATION DATE	LICENSE APPROVED FOR ISSUANCE	DATE ISSUED	LICENSE STATUS	LICENSE STATUS CHANGE DATE	SSA	LATITUDE	LONGITUDE	LOCATION
1095198-20020516	1240468	63414	72	STARBUCKS CORPORATION	STARBUCKS COFFEE #2479	5400 W DEVON AVE	CHICAGO	IL	60646	41	70	41-70	16	1010	Limited Business License			1095198	RENEW		03/27/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	05/14/2002	AAI			41.99743743	-87.763859195	(41.99743743042588, -87.76385919536706)
1802636-20070501	1802636	314635	1	JIHAN B. MURRAY-SMITH	TEA & CRUMPETS	8321 S PRAIRIE AVE 1	CHICAGO	IL	60619	6	58	6-58	6	1012	Home Occupation			1802636	ISSUE	02/26/2007	04/30/2007	04/30/2007	N	05/01/2007	10/15/2008	04/30/2007	05/01/2007	AAI			41.743103303	-87.617789603	(41.743103302707524, -87.61778960250587)
1043369-20070516	1810559	63414	70	STARBUCKS CORPORATION	STARBUCKS COFFEE #2445	1052-1070 W BRYN MAWR AVE	CHICAGO	IL	60660	48	15	48-15	20	1010	Limited Business License			1043369	RENEW		03/23/2007	05/04/2007	N	05/16/2007	04/15/2009	05/04/2007	05/07/2007	AAI		26	41.98378038	-87.657310954	(41.9837803795335, -87.65731095408496)
1648987-20051128	1648987	63414	112	STARBUCKS CORPORATION	STARBUCKS COFFEE #10199	131 S DEARBORN ST  1850	CHICAGO	IL	60603	42	9	42-9	1	1010	Limited Business License			1648987	ISSUE	11/23/2005	11/25/2005	11/25/2005	N	11/28/2005	05/15/2006	11/25/2005	11/28/2005	AAI		1	41.87988544	-87.629211595	(41.87988544030099, -87.62921159480324)
23106-20020516	1240424	63414	45	STARBUCKS CORPORATION	STARBUCKS COFFEE #2329	1001 W NORTH AVE  E	CHICAGO	IL	60622	27	46	27-46	18	1010	Limited Business License			23106	RENEW		03/27/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	05/14/2002	AAI			41.910729292	-87.653152622	(41.910729292099305, -87.65315262189527)
2488582-20160909	2488582	408685	2	JENNIFER RUFF	Bad Day Donuts	2000 W DIVISION ST	CHICAGO	IL	60622	1	17	1-17	14	1329	Special Event Food	942	5 Day Single - Special Event Food	2488582	ISSUE	09/07/2016	09/07/2016	09/09/2016	N	09/09/2016	09/11/2016	09/09/2016	09/09/2016	AAI		33	41.903298793	-87.677383247	(41.903298792681944, -87.67738324739636)
27496-20160916	2477611	11327	1	UNION FOODS INC	DUNKIN DONUTS / BASKIN ROBBINS	233 N MICHIGAN AVE  1ST	CHICAGO	IL	60601	42	44	42-44	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	27496	RENEW		07/15/2016	09/09/2016	N	09/16/2016	09/15/2018	09/09/2016	09/12/2016	AAI			41.886567371	-87.624384671	(41.886567370886944, -87.62438467059714)
2488257-20160913	2488257	409527	1	DOLLOP HP LLC	DOLLOP COFFEE CO	5500 S UNIVERSITY AVE 1 A	CHICAGO	IL	60637	5	27	5-27	2	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2488257	ISSUE	08/29/2016	08/30/2016	08/30/2016	N	09/13/2016	09/15/2018	09/12/2016	09/13/2016	AAI			41.795007728	-87.598279501	(41.795007727516236, -87.59827950081906)
2398936-20161016	2485925	319322	2	EVA I INC.	DUNKIN DONUTS & BASKIN ROBBINS	448 E 87TH ST 1	CHICAGO	IL	60619	6	1	6-1	6	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2398936	RENEW		08/15/2016	09/13/2016	N	10/16/2016	10/15/2018	09/13/2016	09/14/2016	AAI			41.73664085	-87.612602874	(41.736640849679915, -87.61260287372487)
2026831-20100916	2048084	351870	1	Chicago Tea Garden LLC	Chicago Tea Garden LLC	2010 W FULTON ST 2 C202	CHICAGO	IL	60612	27	27	27-27	12	1010	Limited Business License			2026831	RENEW		07/15/2010	09/08/2010	N	09/16/2010	09/15/2012	09/08/2010	09/09/2010	AAI			41.88687434	-87.677296056	(41.88687433960174, -87.67729605577165)
23038-20050516	1586476	63414	15	STARBUCKS CORPORATION	STARBUCKS COFFEE #233	231 S LA SALLE ST  CONTI	CHICAGO	IL	60604	42	9	42-9	1	1010	Limited Business License			23038	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI			41.878542932	-87.632120577	(41.87854293163992, -87.63212057674588)
1869972-20161016	2485960	323469	1	AMILA, INC.	DUNKIN DONUTS	1575 S MICHIGAN AVE 1ST	CHICAGO	IL	60605	3	21	3-21	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1869972	RENEW		08/15/2016	08/31/2016	N	10/16/2016	10/15/2018	08/31/2016	09/14/2016	AAI			41.860260262	-87.623841742	(41.86026026196114, -87.62384174202947)
23076-20020516	1240395	63414	31	STARBUCKS CORPORATION	STARBUCKS COFFEE #272	2525 N CLARK ST  1ST	CHICAGO	IL	60614	43	27	43-27	19	1010	Limited Business License			23076	RENEW		03/27/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	05/14/2002	AAI		23	41.92854129	-87.642076344	(41.928541289666775, -87.64207634430801)
2488682-20160915	2488682	409781	1	Metric west fulton shop inc	METRIC COFFEE CAFE	2021 W FULTON ST  K101B	CHICAGO	IL	60612	27		27-		1006	Retail Food Establishment	782	Sale of Food Prepared Onsite Without Dining Area	2488682	ISSUE	09/08/2016	09/08/2016	09/08/2016	N	09/15/2016	10/15/2018	09/15/2016	09/15/2016	AAI			41.886649247	-87.677669426	(41.886649246847924, -87.67766942610925)
1336310-20030411	1336310	63414	95	STARBUCKS CORPORATION	STARBUCKS COFFEE #2586	347 N LA SALLE ST	CHICAGO	IL	60610	42	46	42-46	18	1010	Limited Business License			1336310	ISSUE	03/10/2003	03/10/2003	03/10/2003	N	04/11/2003	02/15/2004	03/10/2003	04/11/2003	AAI			41.888741605	-87.63236505	(41.88874160495607, -87.63236504957815)
2179270-20160916	2481932	374555	1	DIYA KING DONUTS, INC.	DUNKIN DONUTS	7850 S DR MARTIN LUTHER KING JR DR 1ST	CHICAGO	IL	60619	6	35	6-35	6	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2179270	RENEW		07/15/2016	09/14/2016	N	09/16/2016	09/15/2018	09/14/2016	09/15/2016	AAI		51	41.751430294	-87.615112734	(41.75143029426537, -87.61511273361538)
23086-20070516	1810506	63414	36	STARBUCKS CORPORATION	STARBUCKS COFFEE #2229	209 W JACKSON BLVD  1ST	CHICAGO	IL	60606	42	49	42-49	1	1010	Limited Business License			23086	RENEW		03/23/2007	05/04/2007	N	05/16/2007	04/15/2009	05/04/2007	05/07/2007	AAI			41.878006063	-87.634022032	(41.87800606262711, -87.63402203216754)
77587-20160916	2478037	22862	1	RUBY FOODS INC	DUNKIN DONUTS BASKIN ROBBINS	229 W JACKSON BLVD	CHICAGO	IL	60606	42	49	42-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	77587	RENEW		07/15/2016	09/19/2016	N	09/16/2016	09/15/2018	09/19/2016	09/20/2016	AAI			41.878000226	-87.634575017	(41.8780002263814, -87.63457501689527)
1676715-20161016	2485746	300016	1	MOONSTONE FOODS ENTERPRICES, LLC	DUNKIN DONUTS BASKIN ROBBINS	600 S WABASH AVE	CHICAGO	IL	60605	4	49	4-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1676715	RENEW		08/15/2016	09/19/2016	N	10/16/2016	10/15/2018	09/19/2016	09/20/2016	AAI			41.87434258	-87.62614177	(41.87434258001862, -87.62614177042674)
23127-20110416	2081279	63414	55	STARBUCKS CORPORATION	STARBUCKS COFFEE #2410	130 S CANAL ST  1	CHICAGO	IL	60606	42	12	42-12	1	1010	Limited Business License			23127	RENEW		02/15/2011	03/28/2011	N	04/16/2011	04/15/2013	03/28/2011	04/07/2011	AAC	08/31/2012		41.879616268	-87.639764523	(41.87961626801739, -87.63976452343368)
19578-20161016	2485148	85780	1	DUNKIN DONUTS	DUNKIN DONUTS INC	6970 N CLARK ST	CHICAGO	IL	60626	49	18	49-18	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	19578	RENEW		08/15/2016	09/20/2016	N	10/16/2016	10/15/2018	09/20/2016	09/21/2016	AAI		24	42.008625626	-87.674027147	(42.008625626188724, -87.67402714662754)
1143420-20161016	2485149	85780	2	DUNKIN DONUTS	DUNKIN DONUTS INC	1200-08 W LOYOLA AVE	CHICAGO	IL	60626	49	13	49-13	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1143420	RENEW		08/15/2016	09/20/2016	N	10/16/2016	10/15/2018	09/20/2016	09/21/2016	AAI		54	42.000720124	-87.660656032	(42.000720124073766, -87.66065603221865)
12881-20060516	1683768	6145	1	MADISON ENTERPRISES INC	DUNKIN DONUTS	500 W MADISON ST	CHICAGO	IL	60661	42	21	42-21	1	1006	Retail Food Establishment			12881	RENEW		03/27/2006	04/17/2006	N	05/16/2006	05/15/2007	04/17/2006	04/18/2006	AAC	12/28/2006		41.881994338	-87.639758685	(41.88199433820508, -87.6397586848809)
2477157-20160922	2477157	63414	178	STARBUCKS CORPORATION	STARBUCKS COFFEE #28867	333 N MICHIGAN AVE 1ST	CHICAGO	IL	60601	42	44	42-44	1	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2477157	ISSUE	07/12/2016	08/04/2016	09/08/2016	N	09/22/2016	04/15/2017	09/21/2016	09/22/2016	AAI			41.887542941	-87.624407002	(41.88754294139151, -87.62440700245574)
2464191-20160923	2464191	405991	1	AYDEN BABA LLC	DUNKIN DONUTS	93 N CANAL ST 1ST	CHICAGO	IL	60606	42	21	42-21	1	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2464191	ISSUE	04/28/2016	09/13/2016	09/13/2016	N	09/23/2016	10/15/2018	09/22/2016	09/23/2016	AAI			41.883126523	-87.639587751	(41.883126523396164, -87.63958775124475)
1352786-20160916	2478663	86212	3	INTELLIGENTSIA COFFEE & TEA INC.	INTELLIGENTSIA COFFEE & TEA INC.	53 W JACKSON BLVD	CHICAGO	IL	60604	4	49	4-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1352786	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAI			41.878050681	-87.629781008	(41.878050680824906, -87.62978100842273)
1330101-20161116	2490215	257230	1	GAS N GO, INC.	GRAND CITGO/ MR. SUB / DUNKIN DONUTS	1535 W GRAND AVE	CHICAGO	IL	60642	1	7	1-7	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1330101	RENEW		09/15/2016	09/23/2016	N	11/16/2016	11/15/2018	09/23/2016	09/26/2016	AAI			41.890867765	-87.666979759	(41.89086776499436, -87.66697975929355)
1330104-20161116	2490214	257230	1	GAS N GO, INC.	GRAND CITGO/ MR. SUB / DUNKIN DONUTS	1535 W GRAND AVE	CHICAGO	IL	60642	1	7	1-7	12	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	1330104	RENEW		09/15/2016	09/23/2016	N	11/16/2016	11/15/2018	09/23/2016	09/26/2016	AAI			41.890867765	-87.666979759	(41.89086776499436, -87.66697975929355)
1694954-20160916	2478664	86212	4	INTELLIGENTSIA COFFEE & TEA INC.	Intelligentsia Coffee & Tea	53 E RANDOLPH ST 1	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1694954	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAI			41.884387319	-87.625935647	(41.884387318760176, -87.62593564654168)
23048-20050516	1586487	63414	20	STARBUCKS CORPORATION	STARBUCKS COFFEE #289	10 S RIVERSIDE PLZ  130	CHICAGO	IL	60606	42	12	42-12	1	1010	Limited Business License			23048	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI			41.881664289	-87.638887444	(41.881664289382925, -87.63888744408949)
2294369-20160916	2478667	86212	17	INTELLIGENTSIA COFFEE & TEA INC.	Intelligentsia Coffee and Tea	1609 W DIVISION ST 1	CHICAGO	IL	60622	1		1-		1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2294369	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAI		33	41.903231564	-87.667893412	(41.903231564276545, -87.66789341196245)
1228475-20160916	2478662	86212	2	INTELLIGENTSIA COFFEE & TEA INC.	INTELLIGENTSIA COFFEE & TEA	1850 W FULTON ST	CHICAGO	IL	60612	27	27	27-27	12	1007	Wholesale Food Establishment	864	Wholesale Food Sales	1228475	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAI			41.886928139	-87.673923954	(41.88692813910918, -87.67392395432951)
1330102-20161116	2490216	257230	1	GAS N GO, INC.	GRAND CITGO/ MR. SUB / DUNKIN DONUTS	1535 W GRAND AVE	CHICAGO	IL	60642	1	7	1-7	12	1275	Filling Station	666	Operation of a Fuel Filling Station	1330102	RENEW		09/15/2016	09/23/2016	N	11/16/2016	11/15/2018	09/23/2016	09/26/2016	AAI			41.890867765	-87.666979759	(41.89086776499436, -87.66697975929355)
2246437-20160916	2478666	86212	12	INTELLIGENTSIA COFFEE & TEA INC.	Intelligentsia Coffee and Tea	2642 N MILWAUKEE AVE FIRST	CHICAGO	IL	60647	35		35-		1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2246437	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAI			41.929744188	-87.708744818	(41.929744188132, -87.70874481811738)
44721-20160916	2478661	86212	1	INTELLIGENTSIA COFFEE & TEA INC.	INTELLIGENTSIA COFFEE & TEA, INC.	3123 N BROADWAY  1ST	CHICAGO	IL	60657	44	17	44-17	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	44721	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAI		8	41.938435181	-87.644198417	(41.938435180550734, -87.64419841711218)
1592810-20050408	1592810	273533	1	MARTIN O'BRIEN	OLD IRVING COFFEE EXPRESS	3950 N AVONDALE AVE	CHICAGO	IL	60641	45	10	45-10	17	1010	Limited Business License			1592810	ISSUE	04/07/2005	04/07/2005	04/07/2005	N	04/08/2005	08/15/2005	04/07/2005	04/08/2005	AAI			41.952810606	-87.731098276	(41.95281060595293, -87.73109827603336)
64722-20161116	2489672	42903	1	DELUXE FOODS INC	DUNKIN DONUTS/BASKIN ROBBINS	6342 N MILWAUKEE AVE  1ST	CHICAGO	IL	60646	39	51	39-51	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	64722	RENEW		09/15/2016	09/26/2016	N	11/16/2016	11/15/2018	09/26/2016	09/27/2016	AAI			41.996098421	-87.78687691	(41.9960984214, -87.7868769104594)
2483096-20160928	2483096	408466	1	CHRISTOPHER ADAM	ANDY'S COFFEE SHOP	2812 W FOSTER AVE 1	CHICAGO	IL	60625	40	17	40-17	20	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2483096	ISSUE	07/21/2016	09/16/2016	09/16/2016	N	09/28/2016	10/15/2018	09/27/2016	09/28/2016	AAI			41.975923679	-87.699499442	(41.97592367898839, -87.699499441816)
2354915-20161116	2491603	393221	1	HARLEM DONUTS, INC.	DUNKIN DONUTS	5401 N HARLEM AVE 1ST	CHICAGO	IL	60656	41	3	41-3	16	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2354915	RENEW		09/15/2016	09/29/2016	N	11/16/2016	11/15/2018	09/29/2016	09/30/2016	AAI			41.979216907	-87.806838163	(41.97921690692842, -87.80683816313747)
1937899-20081028	1937899	338218	1	MAIN TRADER, LTD	CROP TO CUP COFFEE CO.	1115 N DAMEN AVE 1ST	CHICAGO	IL	60622	2	3	2-3	12	1012	Home Occupation			1937899	ISSUE	10/27/2008	10/27/2008	10/27/2008	N	10/28/2008	11/15/2010	10/27/2008	10/28/2008	AAI		33	41.901816953	-87.677070341	(41.901816953192636, -87.67707034084869)
2147218-20160916	2478665	86212	10	INTELLIGENTSIA COFFEE & TEA INC.	Intelligentsia Coffee & Tea, Inc.	222 W MERCHANDISE MART PLZ 12TH FLOOR 1212	CHICAGO	IL	60654	42		42-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2147218	RENEW		07/15/2016	09/15/2016	N	09/16/2016	09/15/2018	09/15/2016	09/26/2016	AAC	09/30/2016		41.888074281	-87.634955203	(41.8880742810662, -87.63495520292739)
2354850-20141021	2354850	393205	1	PICKWICK COFFEE, LLC	PICKWICK COFFEE ROASTING CO	22 E JACKSON BLVD 1	CHICAGO	IL	60604	42		42-		1006	Retail Food Establishment	767 | 782	Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite Without Dining Area	2354850	ISSUE		09/04/2014	10/09/2014	N	10/21/2014	11/15/2016	10/20/2014	10/21/2014	AAI		1	41.878336072	-87.626892275	(41.878336071547935, -87.62689227478914)
2483123-20161005	2483123	386406	4	Damen Ave Stans LLC	STANS DONUTS	2800 N CLARK ST	CHICAGO	IL	60657	44	45	44-45	19	4405	Mobile Food License	786	Sales of Previously Prepared Food That is Enclosed or Wrapped In Individual Portions From a Mobile Food Vehicle	2483123	ISSUE	07/22/2016	08/31/2016	05/12/2016	N	10/05/2016	02/15/2018	10/05/2016	10/05/2016	AAI		8	41.9328287	-87.645080351	(41.9328286998427, -87.64508035101484)
2013495-20161116	2490994	349810	1	Filter Cafe Inc.	Filter Coffee Lounge	1373 N MILWAUKEE AVE 1	CHICAGO	IL	60622	1	49	1-49	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2013495	RENEW		09/15/2016	10/04/2016	N	11/16/2016	11/15/2018	10/04/2016	10/05/2016	AAI		33	41.906868208	-87.671748918	(41.90686820755232, -87.67174891786233)
2137785-20160216	2492742	369435	1	Tammie Mann	The Coffee Shop	1135 W SHERIDAN RD 1ST	CHICAGO	IL	60660	48		48-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2137785	RENEW		10/03/2016	10/05/2016	N	02/16/2016	02/15/2018	10/05/2016	10/06/2016	AAI		26	41.998086107	-87.659883579	(41.99808610722215, -87.65988357906063)
23131-20030516	1349118	63414	57	STARBUCKS CORPORATION	STARBUCKS COFFEE  #2403	2454 N ASHLAND AVE  1	CHICAGO	IL	60614	32	20	32-20	19	1010	Limited Business License			23131	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI			41.926806505	-87.668350598	(41.92680650473849, -87.66835059840274)
2020850-20161016	2486326	350850	1	Seva Companies LLC Financial Place	Dunkin Donuts	400 S FINANCIAL PL 1ST	CHICAGO	IL	60605	25	49	25-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2020850	RENEW		08/15/2016	10/11/2016	N	10/16/2016	10/15/2018	10/11/2016	10/12/2016	AAI			41.876797441	-87.63325591	(41.876797440785374, -87.63325591022408)
23100-20110416	2081254	63414	42	STARBUCKS CORPORATION	STARBUCKS COFFEE #222	2200 N CLYBOURN AVE  MAIN	CHICAGO	IL	60614	2	37	2-37	18	1010	Limited Business License			23100	RENEW		02/15/2011	03/28/2011	N	04/16/2011	04/15/2013	03/28/2011	04/07/2011	AAC	08/31/2012		41.921581373	-87.664565129	(41.921581373212874, -87.6645651292835)
23109-20110416	2081260	63414	46	STARBUCKS CORPORATION	STARBUCKS COFFEE #2334	106 W GERMANIA PL  MAIN	CHICAGO	IL	60610	2	33	2-33	18	1010	Limited Business License			23109	RENEW		02/15/2011	03/28/2011	N	04/16/2011	04/15/2013	03/28/2011	04/07/2011	AAC	08/31/2012		41.910485869	-87.631917656	(41.91048586948467, -87.63191765611543)
23054-20020516	1240378	63414	22	STARBUCKS CORPORATION	STARBUCKS COFFEE #2201	1023  -01025 W ADDISON ST  1ST	CHICAGO	IL	60613	44	31	44-31	19	1010	Limited Business License			23054	RENEW		03/27/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	05/14/2002	AAI		17	41.94711896	-87.655302451	(41.947118959575704, -87.65530245115706)
1843204-20070913	1843204	63414	129	STARBUCKS CORPORATION	STARBUCKS COFFEE #13319	200 W MADISON ST	CHICAGO	IL	60606	42	9	42-9	1	1010	Limited Business License			1843204	ISSUE	07/23/2007	08/20/2007	08/20/2007	N	09/13/2007	04/15/2009	08/20/2007	09/13/2007	AAI			41.88205499	-87.633899901	(41.88205498997484, -87.63389990116276)
1913873-20161016	2486072	332880	1	DIYA PARTNERS, INC.	DUNKIN DONUTS	150 W 63RD ST 1ST	CHICAGO	IL	60621	20	11	20-11	3	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1913873	RENEW		08/15/2016	10/15/2016	N	10/16/2016	10/15/2018	10/15/2016	10/17/2016	AAI			41.780102898	-87.629718867	(41.780102897969904, -87.62971886730391)
2179289-20161016	2486657	374559	1	DMM WESTERN, INC.	DUNKIN DONUTS	7921 S WESTERN AVE 1ST	CHICAGO	IL	60620	18	18	18-18	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2179289	RENEW		08/15/2016	10/15/2016	N	10/16/2016	10/15/2018	10/15/2016	10/17/2016	AAI			41.749433951	-87.682684988	(41.749433950700976, -87.68268498848258)
2493084-20161018	2493084	410688	1	DMC JACKSON, LLC	MEDDLE COFFEE BAR	601 W JACKSON BLVD 1 A	CHICAGO	IL	60661	42	12	42-12	1	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2493084	ISSUE	10/11/2016	10/11/2016	10/11/2016	N	10/18/2016	11/15/2018	10/18/2016	10/18/2016	AAI			41.877888529	-87.642609175	(41.87788852897838, -87.64260917533305)
2355129-20161116	2491607	393306	1	Erie Street Stans LLC	Stans Donuts Erie Street	259 E ERIE ST 1 100-1	CHICAGO	IL	60611	42		42-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2355129	RENEW		09/15/2016	10/17/2016	N	11/16/2016	11/15/2018	10/17/2016	10/18/2016	AAI			41.894085381	-87.62040431	(41.894085380663164, -87.62040431002175)
2495834-20161019	2495834	368119	26	AFTER HOURS PIZZA, LLC	Beavers Coffee & Donuts	401 N MICHIGAN AVE	CHICAGO	IL	60611	42	53	42-53	18	1329	Special Event Food	943	5 Day Single - Special Event Food, Mobile Food Vehicle	2495834	ISSUE	10/19/2016	10/19/2016	10/19/2016	N	10/19/2016	10/26/2016	10/19/2016	10/19/2016	AAI			41.889354252	-87.624102456	(41.88935425192819, -87.62410245624348)
38856-20161016	2484601	15717	2	DAT ENTERPRISE INC	DAT DONUT	8251 S COTTAGE GROVE AVE	CHICAGO	IL	60619	8	14	8-14	6	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	38856	RENEW		08/15/2016	10/05/2016	N	10/16/2016	10/15/2018	10/05/2016	10/20/2016	AAI		51	41.744290285	-87.604896238	(41.744290285289146, -87.60489623776338)
2293093-20161016	2484604	15717	7	DAT ENTERPRISE INC	DAT DONUT	14 W 95TH ST	CHICAGO	IL	60628	21	55	21-55	6	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2293093	RENEW		08/15/2016	10/05/2016	N	10/16/2016	10/15/2018	10/05/2016	10/20/2016	AAI			41.721734965	-87.62457092	(41.72173496527398, -87.62457092033449)
1276341-20040516	1485198	63414	92	STARBUCKS CORPORATION	STARBUCK'S COFFEE #2636	1701 W DIVISION ST	CHICAGO	IL	60622	1	47	1-47	12	1010	Limited Business License			1276341	RENEW		03/17/2004	05/11/2004	N	05/16/2004	05/15/2005	05/11/2004	05/11/2004	AAI		33	41.903195593	-87.669965312	(41.90319559301502, -87.66996531168556)
2179543-20160916	2481942	374688	1	JANUARY E. OVERTON	JACKALOPE COFFEE & TEA HOUSE	753-755 W 32ND ST 1ST	CHICAGO	IL	60616	11	40	11-40	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2179543	RENEW		07/15/2016	09/06/2016	N	09/16/2016	09/15/2018	09/06/2016	10/24/2016	AAI			41.836116984	-87.645770127	(41.83611698356011, -87.64577012699183)
23014-20040516	1485049	63414	3	STARBUCKS CORPORATION	STARBUCKS COFFEE #209	225 N MICHIGAN AVE  42 IL	CHICAGO	IL	60601	42	44	42-44	1	1010	Limited Business License			23014	RENEW		03/17/2004	05/06/2004	N	05/16/2004	05/15/2005	05/06/2004	05/07/2004	AAI			41.886377406	-87.62438167	(41.88637740620821, -87.62438167043969)
1095198-20110416	2081299	63414	72	STARBUCKS CORPORATION	STARBUCKS COFFEE #2479	5400 W DEVON AVE	CHICAGO	IL	60646	41	70	41-70	16	1010	Limited Business License			1095198	RENEW		02/15/2011	03/28/2011	N	04/16/2011	04/15/2013	03/28/2011	04/07/2011	AAC	08/31/2012		41.99743743	-87.763859195	(41.99743743042588, -87.76385919536706)
2185009-20161016	2486697	375476	1	GASLIGHT COFFEE ROASTERS LLC	GASLIGHT COFFEE ROASTERS	2385 N MILWAUKEE AVE	CHICAGO	IL	60647	1	10	1-10	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2185009	RENEW		08/15/2016	10/26/2016	N	10/16/2016	10/15/2018	10/26/2016	10/27/2016	AAI			41.924668247	-87.699992361	(41.92466824748827, -87.69999236109766)
23040-20030516	1349036	63414	16	STARBUCKS CORPORATION	STARBUCKS COFFEE #229	222 W MERCHANDISE MART PLZ 1ST	CHICAGO	IL	60654	42	14	42-14	18	1010	Limited Business License			23040	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI			41.888074281	-87.634955203	(41.8880742810662, -87.63495520292739)
1519214-20070216	1791736	281263	1	BeBoBa, LTD	BEBOBA BUBBLE TEA HOUSE	3533 B N WESTERN AVE	CHICAGO	IL	60618	47	46	47-46	19	1010	Limited Business License			1519214	RENEW		12/20/2006	02/23/2007	N	02/16/2007	12/15/2008	02/23/2007	02/26/2007	AAI		38	41.945912105	-87.688088033	(41.94591210546262, -87.68808803317516)
